alert	rule	path	line	reason	comment
1339	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/SnapshotImpl/SnapshotControllerImpl.cs	412	won't fix	Remote-command dispatch boundary: failures are converted to SnapshotResult.Fail for the remote caller
1340	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/SnapshotImpl/SnapshotControllerImpl.cs	450	won't fix	Remote-command dispatch boundary: failures are converted to SnapshotResult.Fail for the remote caller
1341	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/State/StateControllerImpl.cs	456	won't fix	Debug-inspection serialization reads arbitrary user property getters via reflection; getters may throw anything and must be skipped, not crash the bridge
1342	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/State/StateControllerImpl.cs	585	won't fix	Debug-inspection serialization reads arbitrary user property getters via reflection; failures must be skipped, not crash the bridge
1343	cs/catch-of-all-exceptions	src/KeenEyes.TestBridge/State/StateControllerImpl.cs	599	won't fix	Debug-inspection serialization reads arbitrary user fields via reflection; failures must be skipped, not crash the bridge
611	cs/catch-of-all-exceptions	tests/KeenEyes.AotCompatibility.Tests/Program.cs	21	used in tests	AOT smoke-test harness intentionally catches all exceptions to report [FAIL] and continue running remaining tests
1350	cs/catch-of-all-exceptions	tests/KeenEyes.Assets.Tests/TestHelpers.cs	177	used in tests	best-effort temp-directory cleanup in test teardown; broad catch is intentional
1353	cs/catch-of-all-exceptions	tests/KeenEyes.Cli.Tests/Commands/MigrateCommandTests.cs	35	used in tests	best-effort temp-directory cleanup in test teardown; broad catch is intentional
1351	cs/catch-of-all-exceptions	tests/KeenEyes.Cli.Tests/Commands/PluginListCommandTests.cs	37	used in tests	best-effort temp-directory cleanup in test teardown; broad catch is intentional
1352	cs/catch-of-all-exceptions	tests/KeenEyes.Cli.Tests/Commands/SourcesCommandTests.cs	35	used in tests	best-effort temp-directory cleanup in test teardown; broad catch is intentional
1354	cs/catch-of-all-exceptions	tests/KeenEyes.Cli.Tests/Registry/PluginRegistryTests.cs	31	used in tests	best-effort temp-directory cleanup in test teardown; broad catch is intentional
1355	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/CommandBufferPoolTests.cs	476	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
743	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/CommandBufferPoolTests.cs	417	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
744	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/CommandBufferPoolTests.cs	527	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
745	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/CommandBufferPoolTests.cs	546	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1356	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ExtensionTests.cs	291	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1357	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ExtensionTests.cs	319	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1358	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ExtensionTests.cs	363	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
746	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/QueryCachingTests.cs	674	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
747	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/QueryCachingTests.cs	742	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
748	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/QueryCachingTests.cs	762	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
749	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/QueryCachingTests.cs	850	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
750	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/QueryCachingTests.cs	934	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1359	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	112	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1360	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	232	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1361	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	284	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1362	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	319	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1363	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	364	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1364	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	404	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1365	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	431	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1366	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	476	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1367	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	517	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1368	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	538	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1369	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	620	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1370	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	654	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1371	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	714	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1372	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	762	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1373	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	807	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1374	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	831	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1375	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	869	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1376	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	915	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1377	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	960	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1378	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	976	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1379	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	1025	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1380	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	1059	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1381	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	1075	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1382	cs/catch-of-all-exceptions	tests/KeenEyes.Core.Tests/ThreadSafetyTests.cs	1119	used in tests	Concurrency test: each parallel/thread body wraps its work in try/catch that collects any exception into a shared list, and the test asserts the list is empty (Assert.Empty). Catching the base Exception is intentional -- it must surface ANY failure across threads.
1383	cs/catch-of-all-exceptions	tests/KeenEyes.Editor.Tests/Assets/AssetDatabaseTests.cs	29	used in tests	best-effort temp-directory cleanup in test teardown; broad catch is intentional
1384	cs/catch-of-all-exceptions	tests/KeenEyes.Editor.Tests/HotReload/HotReloadManagerTests.cs	371	used in tests	best-effort temp-directory cleanup in test helper; broad catch is intentional
1385	cs/catch-of-all-exceptions	tests/KeenEyes.Editor.Tests/HotReload/HotReloadServiceTests.cs	355	used in tests	best-effort temp-directory cleanup in test helper; broad catch is intentional
1386	cs/catch-of-all-exceptions	tests/KeenEyes.Graphics.Tests/LoadTextureTests.cs	30	used in tests	best-effort temp-directory cleanup in test teardown; broad catch is intentional
316	cs/catch-of-all-exceptions	tests/KeenEyes.Logging.Tests/Providers/FileLogProviderTests.cs	421	used in tests	concurrency race test intentionally swallows exceptions expected during provider disposal
1387	cs/catch-of-all-exceptions	tests/KeenEyes.Network.Tests/UdpTransportTests.cs	218	used in tests	broad catch converts UDP connect failure into Assert.Skip for environments without networking
1388	cs/catch-of-all-exceptions	tests/KeenEyes.Network.Tests/UdpTransportTests.cs	466	used in tests	broad catch converts UDP connect failure into Assert.Skip for environments without networking
1390	cs/catch-of-all-exceptions	tools/KeenEyes.Lsp.Kesl/KeslLanguageServer.cs	65	won't fix	LSP message-loop boundary: the server logs and continues so a single malformed message cannot terminate the session.
1391	cs/catch-of-all-exceptions	tools/KeenEyes.Lsp.Kesl/KeslLanguageServer.cs	147	won't fix	LSP request-dispatch boundary: uncaught exceptions are converted into a JSON-RPC InternalError response per the LSP spec rather than propagated.
1392	cs/catch-of-all-exceptions	tools/KeenEyes.Mcp.TestBridge/Connection/BridgeConnectionManager.cs	267	won't fix	Health-check ping loop: any ping failure is treated uniformly to trigger reconnection; the loop must not terminate on an unexpected exception type.
1393	cs/catch-of-all-exceptions	tools/KeenEyes.Mcp.TestBridge/Program.cs	72	won't fix	Fire-and-forget MCP notification: errors are intentionally swallowed so a failed list-changed notification cannot crash the server.
1394	cs/catch-of-all-exceptions	tools/KeenEyes.Mcp.TestBridge/Tools/CaptureTools.cs	66	won't fix	MCP tool handler boundary: any exception is converted into a structured error result returned to the client rather than propagated across the protocol.
1395	cs/catch-of-all-exceptions	tools/KeenEyes.Mcp.TestBridge/Tools/CaptureTools.cs	113	won't fix	MCP tool handler boundary: any exception is converted into a structured error result returned to the client rather than propagated across the protocol.
1396	cs/catch-of-all-exceptions	tools/KeenEyes.Mcp.TestBridge/Tools/CaptureTools.cs	180	won't fix	MCP tool handler boundary: any exception is converted into a structured error result returned to the client rather than propagated across the protocol.
1398	cs/catch-of-all-exceptions	tools/KeenEyes.Mcp.TestBridge/Tools/CaptureTools.cs	247	won't fix	MCP tool handler boundary: any exception is converted into a structured error result returned to the client rather than propagated across the protocol.
1397	cs/catch-of-all-exceptions	tools/KeenEyes.Mcp.TestBridge/Tools/GameTools.cs	65	won't fix	MCP tool handler boundary: any exception is converted into a structured error result returned to the client rather than propagated across the protocol.
963	cs/dispose-not-called-on-throw	tests/KeenEyes.Physics.Tests/PhysicsEdgeCaseTests.cs	33	used in tests	Dispose idempotency is the behavior under test; the PhysicsWorld extension is owned by the world and disposed at teardown.
964	cs/dispose-not-called-on-throw	tests/KeenEyes.Physics.Tests/PhysicsEdgeCaseTests.cs	57	used in tests	Dispose behavior is under test; the PhysicsWorld extension is owned by the world and disposed at teardown.
751	cs/dispose-not-called-on-throw	tests/KeenEyes.Physics.Tests/PhysicsSystemsTests.cs	327	used in tests	Explicit Dispose is the behavior under test; the system is owned by the world and disposed at test teardown.
1009	cs/dispose-not-called-on-throw	tests/KeenEyes.Spatial.Tests/SpatialQueryApiEnhancedTests.cs	280	used in tests	explicit Dispose() is the behavior under test; the SpatialQueryApi extension is owned by the using var tempWorld so cleanup is exception-safe
943	cs/dispose-not-called-on-throw	tests/KeenEyes.Spatial.Tests/SpatialQueryApiExtendedTests.cs	38	used in tests	explicit Dispose() is the behavior under test; the SpatialQueryApi extension is owned by the world field disposed in Dispose()
2345	cs/dispose-not-called-on-throw	tests/KeenEyes.UI.Tests/UIDataGridSystemTests.cs	1741	used in tests	system.Dispose() is the behavior under test (should not throw); system owned by using var world
2346	cs/dispose-not-called-on-throw	tests/KeenEyes.UI.Tests/UIDockSystemTests.cs	1406	used in tests	dockSystem.Dispose() is the behavior under test; system owned by using var world
2347	cs/dispose-not-called-on-throw	tests/KeenEyes.UI.Tests/UIMenuSystemTests.cs	1021	used in tests	menuSystem.Dispose() is the behavior under test (should not throw); system owned by using var world
2348	cs/dispose-not-called-on-throw	tests/KeenEyes.UI.Tests/UIModalSystemTests.cs	856	used in tests	modalSystem.Dispose() is the behavior under test; system owned by using var world
2349	cs/dispose-not-called-on-throw	tests/KeenEyes.UI.Tests/UIRadialMenuSystemTests.cs	839	used in tests	radialMenuSystem.Dispose() is the behavior under test; system owned by using var world
2350	cs/dispose-not-called-on-throw	tests/KeenEyes.UI.Tests/UIScrollbarSystemTests.cs	301	used in tests	system.Dispose() is the behavior under test (should not throw); system owned by using var world
2351	cs/dispose-not-called-on-throw	tests/KeenEyes.UI.Tests/UISliderSystemTests.cs	510	used in tests	system.Dispose() is a mid-method test action; system owned by using var world
2352	cs/dispose-not-called-on-throw	tests/KeenEyes.UI.Tests/UISplitterSystemTests.cs	685	used in tests	splitterSystem.Dispose() is the behavior under test; system owned by using var world
2356	cs/dispose-not-called-on-throw	tests/KeenEyes.UI.Tests/UITextInputSystemTests.cs	480	used in tests	textInputSystem.Dispose() is the behavior under test (should not throw); system owned by using var world
2434	cs/dispose-not-called-on-throw	tests/KeenEyes.UI.Tests/UIToastSystemTests.cs	668	used in tests	toastSystem.Dispose() is a mid-method test action; test asserts clicks no longer dismiss after dispose; system owned by using var world
2435	cs/dispose-not-called-on-throw	tests/KeenEyes.UI.Tests/UITooltipSystemTests.cs	633	used in tests	tooltipSystem.Dispose() is a mid-method test action; test asserts post-dispose behavior so using var is inapplicable; system owned by using var world
2358	cs/dispose-not-called-on-throw	tests/KeenEyes.UI.Tests/UIWindowSystemTests.cs	1621	used in tests	windowSystem.Dispose() is a mid-method test action verifying cleanup; system owned by using var world
1196	cs/equality-on-floats	src/KeenEyes.UI.Abstractions/Components/UIColorPicker.cs	150	false positive	max is exact-by-construction: MathF.Max returns one of its float operands bit-for-bit; comparison identifies which channel is the max
801	cs/equality-on-floats	src/KeenEyes.UI.Abstractions/Components/UIColorPicker.cs	146	false positive	max is exact-by-construction: MathF.Max returns one of its float operands bit-for-bit; comparison identifies which channel is the max
599	cs/equality-on-floats	tests/KeenEyes.AotCompatibility.Tests/Program.cs	320	used in tests	exact round-trip assertion of a singleton float value in AOT smoke test; deterministic and exactly representable
600	cs/equality-on-floats	tests/KeenEyes.AotCompatibility.Tests/Program.cs	59	used in tests	exact round-trip assertion of integer-valued float in AOT smoke test; values are deterministic and exactly representable
601	cs/equality-on-floats	tests/KeenEyes.AotCompatibility.Tests/Program.cs	59	used in tests	exact round-trip assertion of integer-valued float in AOT smoke test; values are deterministic and exactly representable
602	cs/equality-on-floats	tests/KeenEyes.AotCompatibility.Tests/Program.cs	78	used in tests	exact round-trip assertion of integer-valued float in AOT smoke test; values are deterministic and exactly representable
603	cs/equality-on-floats	tests/KeenEyes.AotCompatibility.Tests/Program.cs	78	used in tests	exact round-trip assertion of integer-valued float in AOT smoke test; values are deterministic and exactly representable
604	cs/equality-on-floats	tests/KeenEyes.AotCompatibility.Tests/Program.cs	278	used in tests	deterministic integer-valued float result of a movement system in AOT smoke test; exactly representable
605	cs/equality-on-floats	tests/KeenEyes.AotCompatibility.Tests/Program.cs	278	used in tests	deterministic integer-valued float result of a movement system in AOT smoke test; exactly representable
606	cs/equality-on-floats	tests/KeenEyes.AotCompatibility.Tests/Program.cs	305	used in tests	deterministic integer-valued float result of a movement system in AOT smoke test; exactly representable
607	cs/equality-on-floats	tests/KeenEyes.AotCompatibility.Tests/Program.cs	305	used in tests	deterministic integer-valued float result of a movement system in AOT smoke test; exactly representable
779	cs/equals-on-unrelated-types	tests/KeenEyes.Physics.Tests/CollisionEventTests.cs	124	used in tests	Passing an unrelated type to Equals is the behavior under test: verifies Equals returns false for a different type.
2362	cs/invalid-string-formatting	tests/KeenEyes.Localization.Tests/SimpleFormatterTests.cs	41	false positive	SimpleFormatter uses named placeholders like {name} as its own template DSL; CodeQL misreads these valid formatter templates as .NET composite format strings
2363	cs/invalid-string-formatting	tests/KeenEyes.Localization.Tests/SimpleFormatterTests.cs	54	false positive	SimpleFormatter uses named placeholders like {name} as its own template DSL; CodeQL misreads these valid formatter templates as .NET composite format strings
2364	cs/invalid-string-formatting	tests/KeenEyes.Localization.Tests/SimpleFormatterTests.cs	63	false positive	SimpleFormatter uses named placeholders like {name} as its own template DSL; CodeQL misreads these valid formatter templates as .NET composite format strings
2365	cs/invalid-string-formatting	tests/KeenEyes.Localization.Tests/SimpleFormatterTests.cs	75	false positive	SimpleFormatter uses named placeholders like {name} as its own template DSL; CodeQL misreads these valid formatter templates as .NET composite format strings
2366	cs/invalid-string-formatting	tests/KeenEyes.Localization.Tests/SimpleFormatterTests.cs	84	false positive	SimpleFormatter uses named placeholders like {name} as its own template DSL; CodeQL misreads these valid formatter templates as .NET composite format strings
2367	cs/invalid-string-formatting	tests/KeenEyes.Localization.Tests/SimpleFormatterTests.cs	115	false positive	SimpleFormatter uses named placeholders like {name} as its own template DSL; CodeQL misreads these valid formatter templates as .NET composite format strings
2368	cs/invalid-string-formatting	tests/KeenEyes.Localization.Tests/SimpleFormatterTests.cs	136	false positive	SimpleFormatter uses named placeholders like {name} as its own template DSL; CodeQL misreads these valid formatter templates as .NET composite format strings
2369	cs/invalid-string-formatting	tests/KeenEyes.Localization.Tests/SimpleFormatterTests.cs	160	false positive	SimpleFormatter uses named placeholders like {value} as its own template DSL; CodeQL misreads these valid formatter templates as .NET composite format strings
2370	cs/invalid-string-formatting	tests/KeenEyes.Localization.Tests/SimpleFormatterTests.cs	161	false positive	SimpleFormatter uses named placeholders like {value} as its own template DSL; CodeQL misreads these valid formatter templates as .NET composite format strings
2429	cs/loss-of-precision	src/KeenEyes.Audio.Silk/Decoders/WavDecoder.cs	73	false positive	Int product (sampleRate * channels, at most ~96k) is exactly representable in float; the bits-to-bytes term is already float. No precision loss possible.
2430	cs/loss-of-precision	src/KeenEyes.Audio.Silk/SilkAudioContext.cs	118	false positive	Int product (sampleRate * channels, at most ~96k) is exactly representable in float; the bits-to-bytes term is already float. No precision loss possible.
1013	cs/loss-of-precision	tests/KeenEyes.Spatial.Tests/Partitioning/OctreePartitionerExtendedTests.cs	393	false positive	i / 10 is intentional integer division bucketing iterations into scale tiers; fractional result would break the deep-subdivision test
1014	cs/loss-of-precision	tests/KeenEyes.Spatial.Tests/Partitioning/QuadtreePartitionerExtendedTests.cs	393	false positive	i / 10 is intentional integer division bucketing iterations into scale tiers; fractional result would break the deep-subdivision test
2431	cs/loss-of-precision	tests/KeenEyes.UI.Tests/UIDatePickerSystemTests.cs	2157	false positive	Intentional integer division: (day / 7) computes the calendar row index; a fractional result would break the layout under test.
2432	cs/loss-of-precision	tests/KeenEyes.UI.Tests/UIDatePickerSystemTests.cs	2301	false positive	Intentional integer division: (day / 7) computes the calendar row index; a fractional result would break the layout under test.
1197	cs/missed-using-statement	samples/KeenEyes.Sample.Multiplayer/Program.cs	63	won't fix	Transport pair is deterministically disposed in a finally block that runs on throw; the factory returns a tuple that cannot bind to a single using declaration.
1198	cs/missed-using-statement	samples/KeenEyes.Sample.Multiplayer/Program.cs	63	won't fix	Transport pair is deterministically disposed in a finally block that runs on throw; the factory returns a tuple that cannot bind to a single using declaration.
1199	cs/missed-using-statement	samples/KeenEyes.Sample.Multiplayer/Program.cs	259	won't fix	Transport is deterministically disposed in a finally block that runs on throw; kept consistent with the tuple-based local demo, which cannot use a using declaration.
1200	cs/missed-using-statement	samples/KeenEyes.Sample.Multiplayer/Program.cs	387	won't fix	Transport is deterministically disposed in a finally block that runs on throw; kept consistent with the tuple-based local demo, which cannot use a using declaration.
2288	cs/null-argument-to-equals	tests/KeenEyes.Assets.Tests/AssetRefTests.cs	137	used in tests	test deliberately passes null to Equals to verify the Equals(object) null-handling contract returns false
31	cs/null-argument-to-equals	tests/KeenEyes.Core.Tests/ArchetypeTests.cs	522	used in tests	Test deliberately passes null to the Equals(object) override to verify it returns false (the scenario the test name describes). Rewriting to 'is null' would test a different thing.
32	cs/null-argument-to-equals	tests/KeenEyes.Core.Tests/EdgeCaseTests.cs	576	used in tests	Test deliberately passes null to the Equals(object) override to verify it returns false (the scenario the test name describes). Rewriting to 'is null' would test a different thing.
33	cs/null-argument-to-equals	tests/KeenEyes.Core.Tests/QueryCachingTests.cs	572	used in tests	Test deliberately passes null to the Equals(object) override to verify it returns false (the scenario the test name describes). Rewriting to 'is null' would test a different thing.
778	cs/null-argument-to-equals	tests/KeenEyes.Physics.Tests/CollisionEventTests.cs	113	used in tests	Equals(null) is the behavior under test: verifies the Equals(object?) override returns false for a null argument.
1194	cs/static-field-written-by-instance	editor/KeenEyes.Editor.Abstractions/Capabilities/INotificationCapability.cs	234	won't fix	Intentional process-wide monotonic notification ID via Interlocked.Increment; thread-safe by design.
811	cs/too-many-ref-parameters	src/KeenEyes.Graphics.Silk/Text/FontStashRenderer.cs	172	won't fix	Signature is mandated by the third-party FontStashSharp IFontStashRenderer2 interface and cannot be changed
2401	cs/too-many-ref-parameters	src/KeenEyes.Navigation/Systems/NavMeshAgentSystem.cs	90	won't fix	Per-frame per-agent hot path; ref parameters avoid copying large component structs, grouping them into a context object would add copies/allocation
2402	cs/too-many-ref-parameters	src/KeenEyes.Navigation/Systems/NavMeshAgentSystem.cs	223	won't fix	Per-frame per-agent hot path; ref parameters avoid copying large component structs, grouping them into a context object would add copies/allocation
620	cs/unused-collection	tests/KeenEyes.Debugging.Tests/DebugPluginTests.cs	33	used in tests	Intentional allocation inside a test system's Update to exercise GCTracker; the list generates measured GC pressure.
621	cs/unused-collection	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	22	used in tests	Collection populated to generate GC pressure measured by GCTracker (memory-behavior test); contents are not the subject of assertions.
622	cs/unused-collection	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	49	used in tests	Collection populated to generate GC pressure measured by GCTracker (memory-behavior test); contents are not the subject of assertions.
623	cs/unused-collection	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	90	used in tests	Collection populated to generate GC pressure measured by GCTracker (memory-behavior test); contents are not the subject of assertions.
624	cs/unused-collection	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	95	used in tests	Collection populated to generate GC pressure measured by GCTracker (memory-behavior test); contents are not the subject of assertions.
625	cs/unused-collection	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	132	used in tests	Collection populated to generate GC pressure measured by GCTracker (memory-behavior test); contents are not the subject of assertions.
626	cs/unused-collection	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	260	used in tests	Collection populated to generate GC pressure measured by GCTracker (memory-behavior test); contents are not the subject of assertions.
627	cs/unused-collection	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	271	used in tests	Collection populated to generate GC pressure measured by GCTracker (memory-behavior test); contents are not the subject of assertions.
628	cs/unused-collection	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	295	used in tests	Collection populated to generate GC pressure measured by GCTracker (memory-behavior test); contents are not the subject of assertions.
629	cs/unused-collection	tests/KeenEyes.Debugging.Tests/GCTrackerTests.cs	329	used in tests	Collection populated to generate GC pressure measured by GCTracker (memory-behavior test); contents are not the subject of assertions.
